 Wed May 02 11:22:45 PDT 2012  NRCS National Water and Climate Center - Provisional Data - subject to revision Montana (PST) SNOTEL Site BEAGLE SPRINGS
Site Id,Date,Time,WTEQ.I-1 (in) ,PREC.I-1 (in) ,TOBS.I-1 (degC) ,TMAX.D-1 (degC) ,TMIN.D-1 (degC) ,TAVG.D-1 (degC) ,SNWD.I-1 (in) ,
318,2010-10-26,,     0.6,     1.5,    -5.8,    -1.6,    -6.3,    -4.3,       3,
318,2010-10-27,,     0.7,     1.6,    -6.8,    -2.5,    -7.8,    -6.1,       5,
318,2010-10-28,,     0.7,     1.7,    -2.6,     0.6,    -7.4,    -5.0,       4,
318,2010-10-29,,     0.8,     1.7,     0.7,     8.0,    -5.7,     1.2,       4,
318,2010-10-30,,     0.8,     1.7,    -0.1,     7.6,    -1.0,     2.6,       4,
318,2010-10-31,,     0.8,     1.7,    -1.4,     6.7,    -1.9,     1.4,       4,
318,2010-11-01,,     0.9,     1.8,    -4.7,     2.9,    -4.9,    -0.6,       4,
318,2010-11-02,,     1.0,     1.9,     3.9,     8.2,    -5.1,     1.7,       5,
318,2010-11-03,,     1.0,     1.9,     3.0,     9.7,     1.8,     5.0,       4,
318,2010-11-04,,     1.0,     1.9,     3.7,    11.2,     1.8,     4.3,       4,
318,2010-11-05,,     1.0,     1.9,     4.3,    13.6,     3.1,     6.6,       3,
318,2010-11-06,,     1.0,     1.9,     5.7,    13.9,     3.1,     7.5,       3,
318,2010-11-07,,     1.0,     1.9,     4.1,    10.2,     3.4,     6.2,       3,
318,2010-11-08,,     1.0,     1.9,     0.3,     6.8,     0.3,     3.8,       3,
318,2010-11-09,,     1.4,     2.2,    -7.1,     0.3,    -7.5,    -3.2,       8,
318,2010-11-10,,     1.4,     2.3,   -10.0,    -3.4,   -11.8,    -8.4,       7,
318,2010-11-11,,     1.4,     2.4,    -7.4,    -3.5,   -10.5,    -7.4,       7,
318,2010-11-12,,     1.4,     2.4,    -5.6,    -2.4,   -11.3,    -6.7,       7,
318,2010-11-13,,     1.4,     2.4,    -8.5,    -1.3,    -9.3,    -4.8,       7,
318,2010-11-14,,     1.5,     2.5,    -3.8,    -1.4,    -9.5,    -5.1,       8,
318,2010-11-15,,     1.8,     2.6,    -1.7,     0.6,    -4.3,    -1.7,       9,
318,2010-11-16,,     1.8,     2.6,     0.3,     0.7,    -3.6,    -1.6,       9,
318,2010-11-17,,     2.0,     2.8,    -7.7,     0.7,    -8.1,    -4.1,      12,
318,2010-11-18,,     2.1,     2.9,    -0.1,     1.2,    -8.2,    -2.6,      12,
318,2010-11-19,,     2.2,     2.9,    -5.5,     2.8,    -5.9,    -0.8,      12,
318,2010-11-20,,     2.5,     3.1,    -5.7,    -2.4,    -6.8,    -4.7,      14,
318,2010-11-21,,     2.8,     3.5,   -12.3,    -1.5,   -12.3,    -6.6,      18,
318,2010-11-22,,     2.9,     3.5,    -9.8,    -5.5,   -15.5,    -9.9,      17,
318,2010-11-23,,     3.0,     3.7,    -9.6,    -8.4,   -12.3,   -10.3,      18,
318,2010-11-24,,     3.3,     4.1,   -25.4,    -7.1,   -25.9,   -13.2,      21,
318,2010-11-25,,     3.4,     4.1,   -19.5,   -17.6,   -26.4,   -21.5,      19,
318,2010-11-26,,     3.5,     4.3,    -7.3,    -3.2,   -21.5,    -9.8,      18,
318,2010-11-27,,     3.5,     4.3,    -3.6,     1.2,    -9.7,    -4.2,      18,
318,2010-11-28,,     3.5,     4.3,    -9.9,    -1.9,   -10.1,    -5.0,      18,
318,2010-11-29,,     3.5,     4.3,   -12.4,    -7.7,   -12.4,    -9.7,      18,
318,2010-11-30,,     3.5,     4.3,    -9.2,    -8.7,   -18.0,   -13.1,      18,
318,2010-12-01,,     3.5,     4.3,    -3.0,    -0.8,   -12.6,    -6.1,      17,
318,2010-12-02,,     3.7,     4.3,    -2.3,    -0.6,    -2.9,    -1.8,      17,
318,2010-12-03,,     3.8,     4.4,    -1.0,     1.5,    -3.3,    -1.0,      18,
318,2010-12-04,,     3.8,     4.4,   -11.5,    -0.9,   -12.7,    -7.5,      18,
318,2010-12-05,,     3.9,     4.5,    -1.6,     0.3,   -12.4,    -4.8,      18,
318,2010-12-06,,     3.9,     4.5,    -4.0,     0.7,    -5.8,    -3.0,      18,
318,2010-12-07,,     4.0,     4.6,    -2.4,    -0.3,    -5.2,    -3.1,      19,
318,2010-12-08,,     4.0,     4.6,    -1.9,     0.6,    -7.0,    -3.2,      19,
318,2010-12-09,,     4.1,     4.6,    -2.9,     2.2,    -3.7,    -0.5,      20,
318,2010-12-10,,     4.1,     4.6,    -3.1,    -0.6,    -5.1,    -3.4,      19,
318,2010-12-11,,     4.3,     4.8,   -10.5,    -2.4,   -10.6,    -6.4,      22,
318,2010-12-12,,     4.5,     5.0,     0.4,     0.6,   -10.8,    -6.4,      22,
318,2010-12-13,,     4.5,     5.0,     2.4,     5.1,     0.4,     2.6,      22,
318,2010-12-14,,     4.5,     5.1,     0.0,     3.3,    -0.9,     1.5,      21,
318,2010-12-15,,     4.7,     5.2,    -8.2,     1.2,    -8.5,    -2.3,      23,
318,2010-12-16,,     4.7,     5.2,   -14.0,    -7.2,   -14.7,   -11.4,      22,
318,2010-12-17,,     4.7,     5.2,   -15.7,   -10.0,   -16.8,   -14.5,      22,
318,2010-12-18,,     4.7,     5.2,   -14.7,   -10.2,   -16.7,   -14.9,      22,
318,2010-12-19,,     4.8,     5.3,    -5.6,    -0.8,   -15.2,    -6.5,      22,
318,2010-12-20,,     5.1,     5.4,    -4.5,    -1.8,    -6.4,    -4.3,      25,
318,2010-12-21,,     5.1,     5.4,   -12.4,    -4.5,   -13.4,    -9.1,      25,
318,2010-12-22,,     5.1,     5.5,    -5.1,    -3.6,   -14.3,    -8.9,      24,
318,2010-12-23,,     5.1,     5.5,    -5.6,    -1.5,    -7.9,    -4.8,      24,
318,2010-12-24,,     5.1,     5.5,    -6.2,    -1.5,    -8.2,    -5.8,      24,
318,2010-12-25,,     5.1,     5.5,     1.5,     2.5,    -6.6,    -2.1,      24,
318,2010-12-26,,     5.1,     5.6,     0.1,     5.2,    -0.9,     1.9,      24,
318,2010-12-27,,     5.1,     5.6,    -8.0,     1.6,    -8.0,    -2.9,      24,
318,2010-12-28,,     5.1,     5.6,    -4.7,    -4.4,   -10.8,    -8.3,      24,
318,2010-12-29,,     5.2,     5.6,    -5.8,     0.0,    -5.8,    -3.3,      24,
318,2010-12-30,,     5.5,     5.8,   -14.2,    -2.0,   -14.2,    -7.0,      28,
318,2010-12-31,,     5.5,     5.9,   -24.0,   -14.2,   -24.0,   -19.3,      28,




